,Unnamed: 0,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,trait_1_rarity,trait_3_rarity,trait_4_rarity,Eyewear_rarity,trait_0_rarity,trait_5_rarity,trait_2_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
7836,7836,Okay Bear #1060,Yellow,Tweed Suit,Sarcastic,,Black,,Pouting,12.22,0.88,9.65,66.72,4.95,26.98,12.31,7837,1.1382624946393356e-07,0.88,19.101428571428574,5,2QBiHVBaD5mT7ApjkN3EXHQKFQHsdEyy3z7j1SBEJA8b,99.12712
6885,6885,Okay Bear #7349,Yellow,Pullover Windbreaker,White Glow,,Tan,Backwards Flat Cap,Okay,12.22,2.04,3.41,66.72,14.13,3.03,23.05,6886,5.5971572708145976e-08,2.04,17.8,6,ABZsTjw6jVCDwC4ZUyKeC7LrSfBKFH1zwBJ54y4hokys,99.12706
7700,7700,Okay Bear #1309,Blue,,Annoyed,Wayfarer Sunglasses,Tan,Skate Cap,Wry,12.52,19.65,13.089999999999998,4.38,14.13,5.510000000000002,9.22,7701,1.0125239912391317e-07,4.38,11.214285714285712,6,9mn7Jowc72UeXqh3CST7gz6SCY5sTGeQjq7tNSzZwW7Y,99.12502
1899,1899,Okay Bear #5313,Blue,Faded Denim Jacket,Disappointed,Pixel Glasses,Pink,Army Hat,Okay,12.52,1.93,9.4,3.2,4.26,2.39,23.05,1900,1.7057598962002181e-09,1.93,8.107142857142858,7,7LPaLN5qjnKMHFfRa8aoemEqNQrBsC9CuKK4TKKy8b6Z,99.12316
9352,9352,Okay Bear #1620,Grey,Woven Sweater,Tired,,Tan,,Okay,12.61,2.08,4.54,66.72,14.13,26.98,23.05,9353,6.981445449244088e-07,2.08,21.44428571428572,5,4xtYrRzekJZsTFBB6RGvZQYG5muLfRstc5hJvFz5xM5L,99.12228
8605,8605,Okay Bear #5914,Cream,Hawaiian Shirt,Disappointed,,Sun,,Okay,13.26,1.78,9.4,66.72,2.59,26.98,23.05,8606,2.384295377207596e-07,1.78,20.54,5,F6VMe91jSuDEjJAq7N2kp5em7YRMgb6w7pkjKRzVrtCH,99.12175
5193,5193,Okay Bear #2120,White,Vintage Windbreaker,Spirited,,Black,Backwards Flat Cap,Pouting,12.65,1.93,6.2,66.72,4.95,3.03,12.31,5194,1.8646676743592232e-08,1.93,15.398571428571431,6,4CzfSKPpEJo2DXYjmrCaDFenGX1wgVmCRfe8Sb1Va3CU,99.11778
8684,8684,Okay Bear #4393,Cream,,Happy,,Albino,Classic Cap,Pouting,13.26,19.65,7.88,66.72,4.5600000000000005,3.37,12.31,8685,2.5914398350719287e-07,3.37,18.250000000000004,5,4iZuPoqKUoVMXVcv4mXA5xSfAjsPo4aCLhLZibYr3QpC,99.11677
2915,2915,Okay Bear #3707,Purple,Torn Sleeveless Tee,Spirited,Wayfarer Sunglasses,Grizzly,Runner Cap,Clean Smile,11.87,3.15,6.2,4.38,14.4,3.39,7.969999999999999,2916,3.950459233120713e-09,3.15,7.337142857142857,7,2ZMYDCainArm77NdFthKMYPMPepyb5e2wReSHyeNFmoD,99.11601
6722,6722,Okay Bear #5660,Cream,Sling Pack,Okay,,Dark Brown,Black Bucket Hat,Ohh,13.26,2.2,20.23,66.72,12.68,4.12,2.43,6723,4.99851348939883e-08,2.2,17.377142857142857,6,EjtX38v5vbwnNt9jpKWMgsHQjLaAMdzyfiJT8tXesi1v,99.11582
9342,9342,Okay Bear #3209,Green,Camel Coat,Happy,,Grizzly,,Okay,12.6,1.16,7.88,66.72,14.4,26.98,23.05,9343,6.881548207859489e-07,1.16,21.827142857142853,5,52RkkP6YYQzYL1CsskSHoMXFJ81c78qdWFWHnRRWqgpL,99.11467
4524,4524,Okay Bear #7688,Green,Torn Sleeveless Tee,Closed,Circle Sunglasses,Tan,,Wry,12.6,3.15,3.1,2.82,14.13,26.98,9.22,4525,1.2195705521188275e-08,2.82,10.285714285714286,6,5BuvfT6WyaPUtiFxTEZfcEmoKK2HpzdP3gZAu2ombyPR,99.11434
9572,9572,Okay Bear #4199,Yellow,Black Tee,Okay,,Black,,Pouting,12.22,3.83,20.23,66.72,4.95,26.98,12.31,9573,1.0385492524835241e-06,3.83,21.03428571428572,5,CtsoJbfgUMPqTjMrC9yFcuFgNdqJG76n3AoHt2KXB9VV,99.11133
6136,6136,Okay Bear #2829,Yellow,Camel Coat,Disappointed,,Polar,Worn Out Beanie,Okay,12.22,1.16,9.4,66.72,6.41,2.6,23.05,6137,3.415194116178825e-08,1.16,17.365714285714287,6,9BZMzdRsGmndtZCazaTBvkXpYxZVnTa1niHckuFWJyVr,99.10835
6378,6378,Okay Bear #7406,Blue,Striped Tee,Interested,,Andean,Sticky Note,Okay,12.52,3.5700000000000003,6.710000000000001,66.72,3.77,2.3,23.05,6379,3.999366631154199e-08,2.3,16.94857142857143,6,CzMBGHofuKFNwvsZEhiS8ZuDGqcBEyRt9Lrn3zZSp6U7,99.10694
2414,2414,Okay Bear #9760,Grey,Olive Windbreaker,Annoyed,Clear Glasses,Tan,Visor,Huh,12.61,2.56,13.089999999999998,4.07,14.13,3.09,3.44,2415,2.583141468977548e-09,2.56,7.5699999999999985,7,Bevu8GNs2R6QnUW7VHE3GdsTs2JYgk34jTfudtfs25Aq,99.1058
6591,6591,Okay Bear #9247,Cream,Golf Polo,Sad,,Dark Brown,Mumford Hat,Okay,13.26,2.0,5.07,66.72,12.68,1.7500000000000002,23.05,6592,4.588447306506336e-08,1.7500000000000002,17.790000000000006,6,Gw4A9mDTwQrNGuXDvptrnvgLy7FiXdZuPa7qxzqw2xDT,99.10406
7901,7901,Okay Bear #6033,Purple,,Sad,,Sand,Sweatband,Proud,11.87,19.65,5.07,66.72,8.18,3.52,5.28,7902,1.1995190797314005e-07,3.52,17.184285714285718,5,CwzUCweCkPdhYR1BWqxs8iTDj86BwMzGoXf4X487hpbS,99.104
1390,1390,Okay Bear #3221,Grey,Silk Robe,Closed,,Tan,Backwards Flat Cap,Ugh,12.61,0.6,3.1,66.72,14.13,3.03,1.51,1391,1.0116861535608794e-09,0.6,14.528571428571427,6,AoPJxL84FxbbKrC3UDgE68BbauGwkez4c2Rr7mKyGeFR,99.10114
8828,8828,Okay Bear #7067,Green,Woven Sweater,Spirited,,Green,,Okay,12.6,2.08,6.2,66.72,4.5600000000000005,26.98,23.05,8829,3.0743925916086195e-07,2.08,20.312857142857144,5,Df9m8QdWUPAEECqWhLGerA82989EfwzUr12YXMqy1SjG,99.09731
8506,8506,Okay Bear #8795,Blue,,Okay,Wayfarer Sunglasses,Dark Brown,Classic Cap,Okay,12.52,19.65,20.23,4.38,12.68,3.37,23.05,8507,2.1471231823260503e-07,3.37,13.69714285714286,6,A3zZTwydXakWxCDNhgLx1hBw8uaeRHaNiTZej1oBTzKu,99.097015
4163,4163,Okay Bear #3980,Warm Grey,Silk Robe,Okay,,Ginger,Mumford Hat,Wry,12.27,0.6,20.23,66.72,6.0600000000000005,1.7500000000000002,9.22,4164,9.716040745705126e-09,0.6,16.692857142857143,6,Bh6eiPKLwa7To2UR81x6H8dTmXLAqkNKR94qZDhJ3pbd,99.091515
7039,7039,Okay Bear #6205,Yellow,Pullover Windbreaker,Disappointed,,Grizzly,,Bubble Gum,12.22,2.04,9.4,66.72,14.4,26.98,1.01,7040,6.134950681016721e-08,1.01,18.967142857142857,5,FhGcf7amST7oV3nkzct546UmMfxSGGvf2imjnYnD9Z2i,99.09089
9347,9347,Okay Bear #6652,Grey,Hawaiian Shirt,Defeated,,Tan,,Okay,12.61,1.78,5.26,66.72,14.13,26.98,23.05,9348,6.922004982652338e-07,1.78,21.50428571428571,5,2QnMUsHMe6UQvsRgPwcj9mfWAPZBe3hao8vwDKonvFxY,99.08801
8184,8184,Okay Bear #1727,White,,Interested,,Pink,Sweatband,Wry,12.65,19.65,6.710000000000001,66.72,4.26,3.52,9.22,8185,1.5385613615951347e-07,3.52,17.532857142857143,5,EHedn9pqSLn1wQ372qggrnuWAScCFQrKPFYWX7fiNc4P,99.0863
7021,7021,Okay Bear #2215,Blue,Black Tee,Annoyed,,Panda,Okay Beanie,Pouting,12.52,3.83,13.089999999999998,66.72,3.9,3.01,12.31,7022,6.051847037870124e-08,3.01,16.482857142857142,6,DSdxU1cQymR1XTYwSAWVTQfPzkVBj35t9ztxix6RK9aU,99.08333
6008,6008,Okay Bear #7736,Blue,Woven Sweater,Tired,,Tan,Sweatband,Clean Smile,12.52,2.08,4.54,66.72,14.13,3.52,7.969999999999999,6009,3.12696270185899e-08,2.08,15.925714285714285,6,84gBU8kzy9mffPvH3ZGYGq6iM2KSdSMpJAbLQiiqMTF8,99.0832
6047,6047,Okay Bear #6241,Cream,Urban Hoodie,Annoyed,,Albino,Skate Cap,Wry,13.26,1.2,13.089999999999998,66.72,4.5600000000000005,5.510000000000002,9.22,6048,3.219347199148004e-08,1.2,16.222857142857144,6,FqXzTg9MvZGEn1Uk4R7LJR81goZmKAeWS2KYPABfcjf8,99.08123
7334,7334,Okay Bear #9521,Warm Grey,Vintage Shirt,Disappointed,,Andean,Black Bucket Hat,Okay,12.27,2.75,9.4,66.72,3.77,4.12,23.05,7335,7.576535173478358e-08,2.75,17.44,6,Gm31JZwx3AexdLnoyXVNLNRaQAjXrooxN2tqbE82shpe,99.08074
5681,5681,Okay Bear #6163,White,Lumber Jacket,Okay,,Panda,,Ahh,12.65,1.24,20.23,66.72,3.9,26.98,1.13,5682,2.5173820253763934e-08,1.13,18.978571428571428,5,6c7xs2nTjrzQ5svJMc4Fwvas53JMkkmxzknvG6DnwgLj,99.08054
3752,3752,Okay Bear #2375,Warm Grey,Faded Denim Jacket,Defeated,Wayfarer Sunglasses,Grizzly,,Huh,12.27,1.93,5.26,4.38,14.4,26.98,3.44,3753,7.291629719729684e-09,1.93,9.808571428571428,6,3owuYmBM7Z7Q8jEvLvoefdrvqYwgDEvzXxEgV2Nn5ZWi,99.0775
8747,8747,Okay Bear #1686,Purple,,Sarcastic,,Red Panda,Flat Hat,Okay,11.87,19.65,9.65,66.72,2.76,2.9000000000000004,23.05,8748,2.770605131993827e-07,2.76,19.51428571428572,5,GJS4WYKYQSdBfwopJnsLUvJ5SV1YZUjQEoX7MUJBUKfh,99.07714
2068,2068,Okay Bear #824,Warm Grey,Scarf,Disappointed,,Grizzly,Worn Out Cap,Yoyo,12.27,1.3,9.4,66.72,14.4,2.79,0.48,2069,1.929211042133607e-09,0.48,15.337142857142856,6,Bj31LNKXsWwSx1RpC4ptFEdv8d9niRgJk5hkFZFBKEbW,99.07671
8311,8311,Okay Bear #4818,Yellow,Tech Jacket,Happy,,Pink,,Okay,12.22,1.04,7.88,66.72,4.26,26.98,23.05,8312,1.7701467599283817e-07,1.04,20.307142857142857,5,AZUUH2sK8DBvDhP6siLsGnihp7FA4tAUfTxrmRHTjSX4,99.07616
7128,7128,Okay Bear #3727,Grey,Denim Jacket,Defeated,,Tan,,Gah,12.61,0.91,5.26,66.72,14.13,26.98,4.26,7129,6.540214120682943e-08,0.91,18.695714285714285,5,2P6tL3ZcDWyZxY7cRw26uWvNXjGmo1PEDVXKU1JLMvcF,99.0759
6688,6688,Okay Bear #5586,Blue,Summer Shirt,Okay,,Tan,Bandana,Sneer,12.52,2.29,20.23,66.72,14.13,4.24,2.11,6689,4.8919522059184995e-08,2.11,17.462857142857143,6,5PnU5okReN4WK6UPVLQBG3sNFxYZbQNt7nE8oL5qsm8n,99.0755
5544,5544,Okay Bear #3249,Green,Torn Sleeveless Tee,Okay,,Tan,Head Cam,Sneer,12.6,3.15,20.23,66.72,14.13,1.46,2.11,5545,2.3319030595559068e-08,1.46,17.2,6,CdEsrBfG5GXfWzczS6wQgnCnuc3xVtF4B8tYJaQUr2nu,99.07527
3237,3237,Okay Bear #9471,Cream,Hooded Cardigan,White Glow,Pixel Glasses,Polar,,Pouting,13.26,1.61,3.41,3.2,6.41,26.98,12.31,3238,4.959430233168867e-09,1.61,9.597142857142854,6,p3hbXpX37CivUC8Dn4atHZrjcUc7RrrUW5CvSBXDejL,99.07517
5170,5170,Okay Bear #9496,Grey,Hoodie with Headphones,Annoyed,Clear Glasses,Dark Brown,Black Bucket Hat,Okay,12.61,2.27,13.089999999999998,4.07,12.68,4.12,23.05,5171,1.8363793430079462e-08,2.27,10.27,7,Fvs2NqwFuXb3eS9KPDWo5ZMCfXHdBuNN8Vy19jXbJ25q,99.074615
6180,6180,Okay Bear #4371,Yellow,Striped Tee,Okay,Aviator Sunglasses,Panda,,Wry,12.22,3.5700000000000003,20.23,4.09,3.9,26.98,9.22,6181,3.501838282862885e-08,3.5700000000000003,11.458571428571426,6,9eYkNa6ojgGtPvLWSouYtPGLujGr8DEjqEe8Eo167TSD,99.07377
3298,3298,Okay Bear #6972,Blue,Hoodie with Headphones,Closed,,Grizzly,Flat Hat,Sneer,12.52,2.27,3.1,66.72,14.4,2.9000000000000004,2.11,3299,5.1795360819883e-09,2.11,14.859999999999998,6,8HNfjWWooQ79keFsXWKmPT4avFYvux423idYbWbsiajW,99.07347
6541,6541,Okay Bear #1430,Blue,Okay Tee,Spirited,,Grizzly,Black Bucket Hat,Proud,12.52,2.73,6.2,66.72,14.4,4.12,5.28,6542,4.429027060061701e-08,2.73,15.995714285714287,6,J98vmjDmyH3WZPRyACHipU6xAWssfK1mAWzjAUZoZTrG,99.07164
3810,3810,Okay Bear #4112,Cream,Pullover Windbreaker,Annoyed,VR Headset,Andean,,Okay,13.26,2.04,13.089999999999998,0.92,3.77,26.98,23.05,3811,7.637573288356948e-09,0.92,11.872857142857145,6,CiV3CrxWGkCkD1TJNdwsC9qynDg4aMdzHBZpUYsESZ7P,99.06931
5611,5611,Okay Bear #1593,Grey,Okay Tee,Closed,,Tan,Backwards Flat Cap,Clean Smile,12.61,2.73,3.1,66.72,14.13,3.03,7.969999999999999,5612,2.4296212469970172e-08,2.73,15.755714285714285,6,HrBkY4FrHgv7tbQXiruvTVSrS7NHx3hgWXk5rSa5YLsL,99.06879
5409,5409,Okay Bear #1308,Blue,Hawaiian Shirt,Okay,,Tan,Head Cam,Huh,12.52,1.78,20.23,66.72,14.13,1.46,3.44,5410,2.1346649132040442e-08,1.46,17.18285714285714,6,Ck3jgTbRFq34mMbJFrToN8FGrotC9FUcL7mZaoyzE7fH,99.06833
8401,8401,Okay Bear #978,White,Camel Coat,Okay,,Grizzly,Beret,Okay,12.65,1.16,20.23,66.72,14.4,2.92,23.05,8402,1.919626375228886e-07,1.16,20.16142857142857,6,GTWRQ4SVQ1oPxyioXjReWJRGNAjtw32Z8DWKpDhL6DvK,99.06689
6868,6868,Okay Bear #9845,Blue,,Happy,,Tan,Worn Out Beanie,Toothpick,12.52,19.65,7.88,66.72,14.13,2.6,1.16,6869,5.5121704395950495e-08,1.16,17.80857142857143,5,9VxMrEp92bW3dUKVkpqzdre9xTS7gGePK6eP4qYMZFV1,99.065285
3121,3121,Okay Bear #454,Grey,Okay Hoodie,Closed,,Ginger,Army Hat,Clean Smile,12.61,1.5,3.1,66.72,6.0600000000000005,2.39,7.969999999999999,3122,4.515989501196014e-09,1.5,14.335714285714285,6,75g2u9CYJsKFZAuX6yGMfp21bFyXi1N9qZbKcsmjWJwU,99.06319
8380,8380,Okay Bear #9532,Blue,Okay Hoodie,Annoyed,,Tan,Sweatband,Okay,12.52,1.5,13.089999999999998,66.72,14.13,3.52,23.05,8381,1.880386078275759e-07,1.5,19.21857142857143,6,6GTaBx1unqLP7aApZhgSPfjEQu2o6jaHhdeiREosyDs,99.06273
6671,6671,Okay Bear #3576,Grey,Okay Tee,Sad,,Sand,Black Bucket Hat,Pouting,12.61,2.73,5.07,66.72,8.18,4.12,12.31,6672,4.831147567386411e-08,2.73,15.962857142857144,6,DX9WzekGoptVYbWQ7VgWVtKkYMPM9dteBcBkkZ4yD8gC,99.0626
7967,7967,Okay Bear #2523,Warm Grey,Striped Tee,Okay,,Sand,,Drool,12.27,3.5700000000000003,20.23,66.72,8.18,26.98,0.97,7968,1.2657026299747966e-07,0.97,19.845714285714287,5,8mcxLA1Ccs6jmF4SAivUoKRqQf62v7U9GKERnv1jkicJ,99.06211
7803,7803,Okay Bear #6784,Green,Loose Overalls,Okay,,Black,Backwards Skate Cap,Okay,12.6,2.68,20.23,66.72,4.95,2.12,23.05,7804,1.1024762668706227e-07,2.12,18.907142857142862,6,6Jd5acnnytrk2T3E41zQogLRm6Xs933oXK6WsGC9Jxkc,99.0609
1225,1225,Okay Bear #1510,Warm Grey,Hoodie with Headphones,Closed,,Tan,Flat Cap,Yawn,12.27,2.27,3.1,66.72,14.13,1.22,0.83,1226,8.242676136424092e-10,0.83,14.362857142857141,6,8BNYftWo5WAsYVJC5cwKPpWHxh1ErnnH6FBHHCmMGPVk,99.05818
4432,4432,Okay Bear #2920,Grey,Vintage Shirt,Annoyed,Flying Goggles,Tan,Bandana,Okay,12.61,2.75,13.089999999999998,1.83,14.13,4.24,23.05,4433,1.1471427503963728e-08,1.83,10.242857142857142,7,7ouiSzuM1bbnMzzrSxu9QgRRZWCWsWhSPZigJAmob4gG,99.05657
2501,2501,Okay Bear #929,Blue,Sleeveless Tee,Annoyed,Aviator Sunglasses,Tan,Backwards Flat Cap,Huh,12.52,2.86,13.089999999999998,4.09,14.13,3.03,3.44,2502,2.823426908951501e-09,2.86,7.594285714285714,7,HhjLL7pjVni7wLxER4Vh9KkiwbmHCgevjJjCE8tdGDEK,99.05464
5140,5140,Okay Bear #5210,Warm Grey,Polo with Headphones,Annoyed,,Tan,Bandana,Ohh,12.27,1.14,13.089999999999998,66.72,14.13,4.24,2.43,5141,1.7785226084777373e-08,1.14,16.288571428571426,6,CpruzzaPvzYi4LL2coQ3HxxQkvBDnVrFgbUXhZe5DjAQ,99.05235
6332,6332,Okay Bear #1289,Grey,,Sad,,Tan,Classic Cap,Drool,12.61,19.65,5.07,66.72,14.13,3.37,0.97,6333,3.871555017165383e-08,0.97,17.502857142857142,5,6R53jKKL4m7Pecy4LwBQHe6UHGasJQFWvcfHSDDNpmkG,99.05098
7813,7813,Okay Bear #9143,Grey,Pullover Windbreaker,Okay,,Ginger,Sticky Note,Okay,12.61,2.04,20.23,66.72,6.0600000000000005,2.3,23.05,7814,1.1154974049855998e-07,2.04,19.00142857142857,6,4rN1rn183qmJkJ6gynsTZZ9UzLD9gWC7XHV4YcAxuuTL,99.04911
7249,7249,Okay Bear #3562,Yellow,Vintage Shirt,Tired,,Black,,Proud,12.22,2.75,4.54,66.72,4.95,26.98,5.28,7250,7.177890966393439e-08,2.75,17.634285714285713,5,CwC6sYFdAJqwnJTpW7c8BHRKRsUyUmxBMu8zwvPtB1Do,99.04751
9485,9485,Okay Bear #2516,Grey,Summer Shirt,Defeated,,Tan,,Okay,12.61,2.29,5.26,66.72,14.13,26.98,23.05,9486,8.905276073187557e-07,2.29,21.577142857142853,5,D2xvsEYTB8qVWpSGS2QhDbc63z8k5s2PQxbXEp85XSNr,99.04708
6659,6659,Okay Bear #6591,Blue,Hoodie with Headphones,Sarcastic,,Black,Sticky Note,Okay,12.52,2.27,9.65,66.72,4.95,2.3,23.05,6660,4.801948540899285e-08,2.27,17.35142857142857,6,8uLPWdmq3KKALdiYVbtbZekBuZyaYbodRGSYK5dsJQeF,99.04685
6309,6309,Okay Bear #8670,White,Leather Jacket,Happy,,Grizzly,Surf Bucket Hat,Okay,12.65,1.3,7.88,66.72,14.4,1.3299999999999998,23.05,6310,3.8168157505750265e-08,1.3,18.19,6,GU1NcsmHbEKjMoKKr4C8XcLGwpf9ebSA3nGhM1KJP2Aj,99.04675
5561,5561,Okay Bear #7352,Green,Overalls,Defeated,,Black,Classic Cap,Okay,12.6,1.39,5.26,66.72,4.95,3.37,23.05,5562,2.3633778269230114e-08,1.39,16.762857142857143,6,AFY9mZuEmFXgRT6byJvDXhH6SdAaN9My7JxU6DFHFgvU,99.04521
9385,9385,Okay Bear #391,Grey,,Tired,,Grizzly,Skate Cap,Pouting,12.61,19.65,4.54,66.72,14.4,5.510000000000002,12.31,9386,7.330973939361924e-07,4.54,19.391428571428573,5,8UkRi39ZsifQWkgrWF1zm64CwMtAfT2hkgjw1YLUZdLn,99.04125
3193,3193,Okay Bear #1534,Warm Grey,Utility Vest,Okay,Circle Sunglasses,Pink,,Hmm,12.27,1.97,20.23,2.82,4.26,26.98,3.02,3194,4.7864581646199014e-09,1.97,10.221428571428572,6,3bv8USDwDWB4KM7BjnhivbnYiEQhxQy9eqgA4aBhJzqa,99.04037
5655,5655,Okay Bear #3026,Grey,Overalls,Annoyed,,Tan,Bandana,Oou,12.61,1.39,13.089999999999998,66.72,14.13,4.24,2.71,5656,2.485437692792522e-08,1.39,16.412857142857142,6,EepmVbdCWenvLHwUpEj6qRqEeJLk3KGH62ieUJJ2e6hj,99.040276
5882,5882,Okay Bear #4237,Blue,Overalls,Annoyed,Aviator Sunglasses,Black,,Okay,12.52,1.39,13.089999999999998,4.09,4.95,26.98,23.05,5883,2.8681387540194433e-08,1.39,12.295714285714284,6,WfVNLGzhMRXni3F8dfN5p9jyC6aAGs5cFHddcFBPuu3,99.03929
7826,7826,Okay Bear #240,Warm Grey,Vintage Windbreaker,Okay,,Black,Visor,Okay,12.27,1.93,20.23,66.72,4.95,3.09,23.05,7827,1.1269078397220265e-07,1.93,18.891428571428573,6,Bk7C5En52aNT453LKi8YpFxHjXHbdsXVkE5zojpvZ474,99.036995
3899,3899,Okay Bear #9789,Grey,Golf Polo,Annoyed,,Sand,Baker Boy Hat,Sneer,12.61,2.0,13.089999999999998,66.72,8.18,2.14,2.11,3900,8.135613320803286e-09,2.0,15.264285714285714,6,E8wmsZ8F2JGKwfszBU7aToBCjiXQPChdMexSmRFNYEpm,99.03622
6285,6285,Okay Bear #3999,Grey,,Sad,Round Glasses,Dark Brown,,Beaming Smile,12.61,19.65,5.07,3.74,12.68,26.98,2.33,6286,3.745194032556847e-08,2.33,11.865714285714285,5,CpkFSoQcbCeDzTTdqQBWvnQpVJiMz2Hogua5nQgATnpC,99.03589
7508,7508,Okay Bear #9366,Blue,Okay Tee,Sarcastic,,Grizzly,,Bubble Gum,12.52,2.73,9.65,66.72,14.4,26.98,1.01,7509,8.635274311728668e-08,1.01,19.14428571428571,5,8or1o1h7V5xSdsVNtCk6aUsi4aiUXTdc7nbzJftGPMDh,99.03428
9382,9382,Okay Bear #2910,Green,,Sarcastic,,Tan,Sweatband,Wry,12.6,19.65,9.65,66.72,14.13,3.52,9.22,9383,7.310249456756491e-07,3.52,19.35571428571429,5,2q9zHYTCX5JHVpZQeyRtCdXZiRyNHA7g7zY6xtCKbdSD,99.033134
6984,6984,Okay Bear #2659,Purple,Insulated Jacket,Okay,,Polar,Backwards Flat Cap,Pouting,11.87,1.55,20.23,66.72,6.41,3.03,12.31,6985,5.9373554361515405e-08,1.55,17.445714285714285,6,7B7xtkTS1TDHvvo9pasA5HBLHBZ6SV6xYo2q1WM36fUi,99.031334
7811,7811,Okay Bear #9338,Cream,,Disappointed,Aviator Sunglasses,Dark Brown,Pencil,Okay,13.26,19.65,9.4,4.09,12.68,3.790000000000001,23.05,7812,1.1096515742669056e-07,3.790000000000001,12.274285714285714,6,3qL65beeMCsuYDpeUAEa4UBLZAyKpz5nzTAoaD2jAFdH,99.03075
2532,2532,Okay Bear #9555,Grey,Double Jacket,Spirited,Pixel Glasses,Dark Brown,Beret,Pouting,12.61,2.51,6.2,3.2,12.68,2.92,12.31,2533,2.862138422141041e-09,2.51,7.49,7,3okn2D2AvUcm2S7dequW1vZBQi3AkHHjSjiyqZ1F65Ew,99.03065
3609,3609,Okay Bear #7710,Purple,Utility Vest,Closed,,Polar,Earrings,Clean Smile,11.87,1.97,3.1,66.72,6.41,2.66,7.969999999999999,3610,6.572531317046292e-09,1.97,14.385714285714286,6,3P8TAkkd7Hfdsk153VCjMBT6vefP1orGkEocULYpLCU9,99.03013
4061,4061,Okay Bear #9054,Grey,Hooded Cardigan,Defeated,Pixel Glasses,Pink,,Okay,12.61,1.61,5.26,3.2,4.26,26.98,23.05,4062,9.05313839036251e-09,1.61,10.995714285714287,6,Cj154Qzb82Hfrc6veDY6gwYnU4DQXXawhonwAaGwHY37,99.02947
2598,2598,Okay Bear #1873,Green,Woven Sweater,Okay,Holographic,Sand,,Ugh,12.6,2.08,20.23,1.71,8.18,26.98,1.51,2599,3.0213293498836684e-09,1.51,10.47,6,6xMwvRrSrNaUy9KJHK7V6EEvbQhSm92wyWDEtatQxxYn,99.02826
8622,8622,Okay Bear #7451,Blue,,Disappointed,,Dark Brown,Black Bucket Hat,Hmm,12.52,19.65,9.4,66.72,12.68,4.12,3.02,8623,2.434300494745742e-07,3.02,18.301428571428573,5,ATEpgqX3QnDAkZ2tk7UVjN9Y9ANQo9ope1WvUmGtCWCr,99.02574
3530,3530,Okay Bear #17,Yellow,Tech Jacket,Okay,Circle Sunglasses,Grizzly,Worn Out Beanie,Okay,12.22,1.04,20.23,2.82,14.4,2.6,23.05,3531,6.256858105938586e-09,1.04,10.90857142857143,7,4UM5t9zRihWxeNERr51KBjhVBBSGDvWdAUMDdRLYdkxL,99.02312
1943,1943,Okay Bear #2843,Yellow,Camel Coat,Disappointed,,Panda,Runner Cap,Ugh,12.22,1.16,9.4,66.72,3.9,3.39,1.51,1944,1.7748201015875868e-09,1.16,14.042857142857144,6,2qeUeHXirw52p9Fi5W88ShxKV6sygwweerD6w3bsxKZi,99.023026
7453,7453,Okay Bear #2980,Green,Legacy Windbreaker,Okay,,Ginger,Backwards Flat Cap,Okay,12.6,1.15,20.23,66.72,6.0600000000000005,3.03,23.05,7454,8.277639114525551e-08,1.15,18.97714285714286,6,CgZuY5NDSspXcZaGKbdamStrCrypfNXcCnWvrQZhG1wC,99.02155
8689,8689,Okay Bear #7052,White,Sleeveless Tee,Interested,,Sun,,Okay,12.65,2.86,6.710000000000001,66.72,2.59,26.98,23.05,8690,2.6088418677196125e-07,2.59,20.222857142857144,5,BvCGfjdxbLkLcAAoX9waQ2UHGGXtqfcBUbtKA44NLiYV,99.02109
6586,6586,Okay Bear #2299,Yellow,Autumn Sweater,Disappointed,,Panda,Pencil,Okay,12.22,1.7500000000000002,9.4,66.72,3.9,3.790000000000001,23.05,6587,4.5694916971507456e-08,1.7500000000000002,17.261428571428574,6,D3tskzmU5LPFsdaCTauwfiLgfT23P1tEJwiJ4r8v9tMt,99.02027
7028,7028,Okay Bear #9933,Yellow,Pullover Windbreaker,Wide Eyed,,Grizzly,Bandana,Okay,12.22,2.04,2.6,66.72,14.4,4.24,23.05,7029,6.08597322474406e-08,2.04,17.895714285714284,6,Cf5ewti88bBBchPWVbftaftpdcms9ZGaXxa5wkUujfNe,99.01978
4686,4686,Okay Bear #8202,Purple,Cord Tracksuit,Tired,,Sand,Earrings,Pouting,11.87,1.39,4.54,66.72,8.18,2.66,12.31,4687,1.3386603585990036e-08,1.39,15.381428571428573,6,7uJ3ASSrovV5M8PaiKEhuXQtiG6yxTUQHahN9D4zY1Vo,99.017685
5482,5482,Okay Bear #2732,Purple,Coat with Headphones,Happy,,Sand,Backwards Skate Cap,Okay,11.87,0.8999999999999999,7.88,66.72,8.18,2.12,23.05,5483,2.2450994208292858e-08,0.8999999999999999,17.24571428571429,6,CSpcW7GhFf4Svrpwt7JVq8CT1TJDxKuYLoUFMCkxqgr7,99.01628
4261,4261,Okay Bear #1901,Green,Hooded Cardigan,Okay,Aviator Sunglasses,Tan,Skate Cap,Clean Smile,12.6,1.61,20.23,4.09,14.13,5.510000000000002,7.969999999999999,4262,1.0415201919316071e-08,1.61,9.448571428571428,7,3x8u3u7Xo9fWWkAsnHddo4z3Y9EBJpL3h331qKCmYxA4,99.01451
