,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Clothes_rarity,Eyes_rarity,Eyewear_rarity,Fur_rarity,Hat_rarity,Mouth_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n
6483,Okay Bear #2783,Yellow,Puffer Jacket,White Glow,,Grizzly,Pencil,Pouting,12.22,2.27,3.4099999999999997,66.72,14.399999999999999,3.7900000000000005,12.31,6484,4.2400134545894284e-08,2.27,16.445714285714285,6
6484,Okay Bear #2660,Purple,Hawaiian Shirt,Happy,,Tan,Runner Cap,Clean Smile,11.87,1.78,7.88,66.72,14.13,3.39,7.969999999999999,6485,4.2408524042330326e-08,1.78,16.248571428571427,6
6485,Okay Bear #4018,Yellow,,Sad,Punk Sunglasses,Panda,,Pouting,12.22,19.650000000000002,5.07,2.69,3.9,26.979999999999997,12.31,6486,4.2418822152105723e-08,2.69,11.831428571428571,5
6486,Okay Bear #8872,Purple,Pullover Windbreaker,Disappointed,,Dark Brown,Army Hat,Wry,11.87,2.04,9.4,66.72,12.68,2.39,9.22,6487,4.2433890675899e-08,2.04,16.331428571428575,6
6487,Okay Bear #3738,Green,,Closed,,Sun,Worn Out Beanie,Pouting,12.6,19.650000000000002,3.1,66.72,2.59,2.6,12.31,6488,4.2450420470264355e-08,2.59,17.08142857142857,5
6488,Okay Bear #2975,Green,,Golden Glow,,Wood,Worn Out Cap,Okay,12.6,19.650000000000002,1.9900000000000002,66.72,2.01,2.79,23.05,6489,4.249260970162292e-08,1.9900000000000002,18.40142857142857,5
6489,Okay Bear #4263,Warm Grey,Urban Hoodie,Sarcastic,,Panda,,Gah,12.27,1.2,9.65,66.72,3.9,26.979999999999997,4.26,6490,4.249377472507165e-08,1.2,17.854285714285712,5
6490,Okay Bear #3819,Green,Leather Jacket,Sarcastic,,Black,,Hmm,12.6,1.3,9.65,66.72,4.95,26.979999999999997,3.02,6491,4.253547976242365e-08,1.3,17.888571428571428,5
6491,Okay Bear #3953,Grey,,Sad,,Black,,Eight Ball,12.61,19.650000000000002,5.07,66.72,4.95,26.979999999999997,0.38,6492,4.253754084652349e-08,0.38,19.48,4
6492,Okay Bear #5911,Warm Grey,Hawaiian Shirt,Sarcastic,,Sand,Okay Beanie,Pouting,12.27,1.78,9.65,66.72,8.18,3.01,12.31,6493,4.262120933235041e-08,1.78,16.274285714285718,6
6493,Okay Bear #8140,Grey,Loose Overalls,Sad,,Dark Brown,Army Hat,Pouting,12.61,2.68,5.07,66.72,12.68,2.39,12.31,6494,4.2647058803628196e-08,2.39,16.351428571428574,6
6494,Okay Bear #8123,Grey,,Sad,,Albino,Black Bucket Hat,Oou,12.61,19.650000000000002,5.07,66.72,4.5600000000000005,4.12,2.71,6495,4.267494674480347e-08,2.71,16.491428571428575,5
6495,Okay Bear #5684,Purple,,Interested,,Pink,Worn Out Cap,Huh,11.87,19.650000000000002,6.710000000000001,66.72,4.26,2.79,3.44,6496,4.269372775667041e-08,2.79,16.491428571428575,5
6496,Okay Bear #9318,Purple,,White Glow,,Sun,Classic Cap,Wry,11.87,19.650000000000002,3.4099999999999997,66.72,2.59,3.37,9.22,6497,4.270554575453913e-08,2.59,16.69,5
6497,Okay Bear #5300,Grey,Hooded Cardigan,Okay,,Wood,Classic Cap,Okay,12.61,1.6099999999999999,20.23,66.72,2.01,3.37,23.05,6498,4.278482608964011e-08,1.6099999999999999,18.514285714285716,6
6498,Okay Bear #553,Warm Grey,Sling Pack,Okay,,Sand,Classic Cap,Gah,12.27,2.1999999999999997,20.23,66.72,8.18,3.37,4.26,6499,4.278701285642763e-08,2.1999999999999997,16.747142857142858,6
6499,Okay Bear #4771,Warm Grey,,Disappointed,,Tan,Book,Beaming Smile,12.27,19.650000000000002,9.4,66.72,14.13,0.86,2.33,6500,4.2814171343201445e-08,0.86,17.90857142857143,5
6500,Okay Bear #2693,Yellow,Olive Windbreaker,Okay,,Blueprint,Worn Out Cap,Okay,12.22,2.56,20.23,66.72,1.58,2.79,23.05,6501,4.290375575375875e-08,1.58,18.45,6
6501,Okay Bear #7681,White,Olive Windbreaker,Okay,,Green,Mumford Hat,Pouting,12.65,2.56,20.23,66.72,4.5600000000000005,1.7500000000000002,12.31,6502,4.293815263780332e-08,1.7500000000000002,17.254285714285718,6
6502,Okay Bear #52,Purple,,Tired,,Andean,Pencil,Gah,11.87,19.650000000000002,4.54,66.72,3.7699999999999996,3.7900000000000005,4.26,6503,4.3004640690531194e-08,3.7699999999999996,16.371428571428574,5
6503,Okay Bear #9683,Purple,Okay Hoodie,Sad,,Tan,Black Bucket Hat,Pouting,11.87,1.5,5.07,66.72,14.13,4.12,12.31,6504,4.31621834021181e-08,1.5,16.53142857142857,6
6504,Okay Bear #9590,White,,White Glow,Snow Goggles,Dark Brown,,Pouting,12.65,19.650000000000002,3.4099999999999997,1.21,12.68,26.979999999999997,12.31,6505,4.319287190375034e-08,1.21,12.698571428571428,5
6505,Okay Bear #773,Cream,Autumn Sweater,Happy,,Green,Classic Cap,Okay,13.26,1.7500000000000002,7.88,66.72,4.5600000000000005,3.37,23.05,6506,4.32145008597714e-08,1.7500000000000002,17.22714285714286,6
6506,Okay Bear #7642,Yellow,Sleeveless Tee,Spirited,,Polar,Pencil,Pouting,12.22,2.86,6.2,66.72,6.41,3.7900000000000005,12.31,6507,4.323547738264038e-08,2.86,15.787142857142857,6
6507,Okay Bear #9560,Purple,Leather Jacket,Okay,,Andean,Army Hat,Okay,11.87,1.3,20.23,66.72,3.7699999999999996,2.39,23.05,6508,4.3256977688147305e-08,1.3,18.475714285714282,6
6508,Okay Bear #6372,Blue,Okay Tee,Disappointed,,Red Panda,,Oou,12.520000000000001,2.73,9.4,66.72,2.76,26.979999999999997,2.71,6509,4.325847303981302e-08,2.71,17.68857142857143,5
6509,Okay Bear #6151,Green,Striped Tee,Interested,Circle Sunglasses,Sand,,Okay,12.6,3.5700000000000003,6.710000000000001,2.82,8.18,26.979999999999997,23.05,6510,4.329887060094789e-08,2.82,11.987142857142857,6
6510,Okay Bear #1467,Cream,Hoodie with Headphones,Okay,Wayfarer Sunglasses,Tan,,Gah,13.26,2.27,20.23,4.38,14.13,26.979999999999997,4.26,6511,4.3314477592371754e-08,2.27,12.215714285714286,6
6511,Okay Bear #5108,Green,Golf Polo,Okay,,Albino,Backwards Flat Cap,Wry,12.6,2.0,20.23,66.72,4.5600000000000005,3.0300000000000002,9.22,6512,4.333021594172652e-08,2.0,16.908571428571427,6
6512,Okay Bear #9334,White,,Spirited,,Sand,Backwards Skate Cap,Ohh,12.65,19.650000000000002,6.2,66.72,8.18,2.12,2.4299999999999997,6513,4.333075392773129e-08,2.12,16.85,5
6513,Okay Bear #9288,Yellow,Overalls,Okay,,Green,Classic Cap,Pouting,12.22,1.39,20.23,66.72,4.5600000000000005,3.37,12.31,6514,4.3370129910068857e-08,1.39,17.25714285714286,6
6514,Okay Bear #5917,Blue,,Happy,Aviator Sunglasses,Grizzly,Black Bucket Hat,Wry,12.520000000000001,19.650000000000002,7.88,4.09,14.399999999999999,4.12,9.22,6515,4.3371759235906344e-08,4.09,10.26857142857143,6
6515,Okay Bear #854,Blue,Torn Sleeveless Tee,Wide Eyed,,Sand,Classic Cap,Okay,12.520000000000001,3.15,2.6,66.72,8.18,3.37,23.05,6516,4.3470877061222956e-08,2.6,17.084285714285716,6
6516,Okay Bear #4881,Warm Grey,Striped Tee,Closed,Clear Glasses,Dark Brown,,Okay,12.27,3.5700000000000003,3.1,4.07,12.68,26.979999999999997,23.05,6517,4.358138326006958e-08,3.1,12.245714285714284,6
6517,Okay Bear #9889,Grey,,Golden Glow,,Grizzly,Pencil,Ohh,12.61,19.650000000000002,1.9900000000000002,66.72,14.399999999999999,3.7900000000000005,2.4299999999999997,6518,4.3630956205644937e-08,1.9900000000000002,17.37,5
6518,Okay Bear #6095,Cream,Camel Coat,Annoyed,,Polar,Black Bucket Hat,Pouting,13.26,1.16,13.089999999999998,66.72,6.41,4.12,12.31,6519,4.367274561357242e-08,1.16,16.724285714285717,6
6519,Okay Bear #7701,Green,Striped Tee,Defeated,,Tan,Rabbit Fur Hat,Okay,12.6,3.5700000000000003,5.26,66.72,14.13,0.8500000000000001,23.05,6520,4.3703131834203114e-08,0.8500000000000001,18.025714285714283,6
6520,Okay Bear #4700,Purple,Tech Jacket,Okay,,Tan,Sweatband,Proud,11.87,1.04,20.23,66.72,14.13,3.52,5.28,6521,4.3757724186722966e-08,1.04,17.541428571428572,6
6521,Okay Bear #1907,White,,Okay,Clear Glasses,Sand,,Drool,12.65,19.650000000000002,20.23,4.07,8.18,26.979999999999997,0.97,6522,4.3813742902348244e-08,0.97,13.247142857142858,5
6522,Okay Bear #782,Blue,Vintage Shirt,Tired,,Ginger,Okay Beanie,Okay,12.520000000000001,2.75,4.54,66.72,6.0600000000000005,3.01,23.05,6523,4.3848926212173674e-08,2.75,16.95,6
6523,Okay Bear #4155,Cream,Leather Jacket,Okay,,Polar,Army Hat,Pouting,13.26,1.3,20.23,66.72,6.41,2.39,12.31,6524,4.387860179267892e-08,1.3,17.517142857142858,6
6524,Okay Bear #5422,White,,Annoyed,Barrel Sunglasses,Sand,Runner Cap,Okay,12.65,19.650000000000002,13.089999999999998,2.11,8.18,3.39,23.05,6525,4.388328331091773e-08,2.11,11.731428571428575,6
6525,Okay Bear #4171,Warm Grey,,Tired,Holographic,Andean,,Okay,12.27,19.650000000000002,4.54,1.71,3.7699999999999996,26.979999999999997,23.05,6526,4.388471739352536e-08,1.71,13.138571428571428,5
6526,Okay Bear #2424,Cream,Striped Tee,Annoyed,,Dark Brown,Visor,Oou,13.26,3.5700000000000003,13.089999999999998,66.72,12.68,3.09,2.71,6527,4.389898189532214e-08,2.71,16.44571428571429,6
6527,Okay Bear #4394,Yellow,,Okay,Round Glasses,Green,Sticky Note,Okay,12.22,19.650000000000002,20.23,3.74,4.5600000000000005,2.3,23.05,6528,4.392025510555323e-08,2.3,12.25,6
6528,Okay Bear #6715,Purple,Double Jacket,Disappointed,Wayfarer Sunglasses,Grizzly,,Wry,11.87,2.5100000000000002,9.4,4.38,14.399999999999999,26.979999999999997,9.22,6529,4.39401730550849e-08,2.5100000000000002,11.251428571428571,6
6529,Okay Bear #9436,Blue,Hooded Cardigan,Sarcastic,,Dark Brown,,Grimace,12.520000000000001,1.6099999999999999,9.65,66.72,12.68,26.979999999999997,0.9900000000000001,6530,4.3955168511992333e-08,0.9900000000000001,18.735714285714288,5
6530,Okay Bear #6603,Purple,Sling Pack,Disappointed,,Sand,Black Bucket Hat,Clean Smile,11.87,2.1999999999999997,9.4,66.72,8.18,4.12,7.969999999999999,6531,4.399123273846945e-08,2.1999999999999997,15.780000000000003,6
6531,Okay Bear #4970,Grey,Pullover Windbreaker,Disappointed,,Black,Army Hat,Okay,12.61,2.04,9.4,66.72,4.95,2.39,23.05,6532,4.399498508826358e-08,2.04,17.30857142857143,6
6532,Okay Bear #6673,Yellow,Torn Tee,Annoyed,,Tan,Sweatband,Clean Smile,12.22,1.04,13.089999999999998,66.72,14.13,3.52,7.969999999999999,6533,4.3999057754009775e-08,1.04,16.955714285714286,6
6533,Okay Bear #7909,Yellow,Striped Tee,Annoyed,Flying Goggles,Dark Brown,,Pouting,12.22,3.5700000000000003,13.089999999999998,1.83,12.68,26.979999999999997,12.31,6534,4.400980153743868e-08,1.83,11.81142857142857,6
6534,Okay Bear #8267,White,Puffer Jacket,Happy,Clear Glasses,Grizzly,,Pouting,12.65,2.27,7.88,4.07,14.399999999999999,26.979999999999997,12.31,6535,4.404529263670404e-08,2.27,11.508571428571429,6
6535,Okay Bear #5017,Cream,Okay Hoodie,Disappointed,,Grizzly,Earrings,Wry,13.26,1.5,9.4,66.72,14.399999999999999,2.6599999999999997,9.22,6536,4.4054849721931774e-08,1.5,16.73714285714286,6
6536,Okay Bear #3233,Green,Torn Sleeveless Tee,Annoyed,Punk Sunglasses,Dark Brown,,Wry,12.6,3.15,13.089999999999998,2.69,12.68,26.979999999999997,9.22,6537,4.408239131109575e-08,2.69,11.487142857142855,6
6537,Okay Bear #7108,Purple,Torn Sleeveless Tee,Disappointed,,Black,Black Bucket Hat,Wry,11.87,3.15,9.4,66.72,4.95,4.12,9.22,6538,4.409389869640399e-08,3.15,15.632857142857146,6
6538,Okay Bear #8131,White,Okay Hoodie,Happy,,Tan,,Toothpick,12.65,1.5,7.88,66.72,14.13,26.979999999999997,1.16,6539,4.411701663767734e-08,1.16,18.717142857142857,5
6539,Okay Bear #3929,Warm Grey,Hawaiian Shirt,Closed,,Grizzly,Skate Cap,Pouting,12.27,1.78,3.1,66.72,14.399999999999999,5.510000000000001,12.31,6540,4.412192381318529e-08,1.78,16.584285714285716,6
6540,Okay Bear #1202,White,,White Glow,,Ginger,Backwards Flat Cap,Gah,12.65,19.650000000000002,3.4099999999999997,66.72,6.0600000000000005,3.0300000000000002,4.26,6541,4.423727315407403e-08,3.0300000000000002,16.54,5
6541,Okay Bear #1430,Blue,Okay Tee,Spirited,,Grizzly,Black Bucket Hat,Proud,12.520000000000001,2.73,6.2,66.72,14.399999999999999,4.12,5.28,6542,4.429027060061701e-08,2.73,15.995714285714287,6
6542,Okay Bear #9232,Warm Grey,,Okay,Clear Glasses,Dark Brown,Ear Tag,Wry,12.27,19.650000000000002,20.23,4.07,12.68,1.91,9.22,6543,4.432828723631223e-08,1.91,11.432857142857143,6
6543,Okay Bear #7806,Green,,Closed,,Sand,Book,Pouting,12.6,19.650000000000002,3.1,66.72,8.18,0.86,12.31,6544,4.434663170837773e-08,0.86,17.63142857142857,5
6544,Okay Bear #9602,Blue,Sling Pack,Defeated,,Black,,Huh,12.520000000000001,2.1999999999999997,5.26,66.72,4.95,26.979999999999997,3.44,6545,4.44093460812253e-08,2.1999999999999997,17.43857142857143,5
6545,Okay Bear #9178,Yellow,Sleeveless Tee,Sarcastic,,Green,Sweatband,Pouting,12.22,2.86,9.65,66.72,4.5600000000000005,3.52,12.31,6546,4.446170871079471e-08,2.86,15.977142857142857,6
6546,Okay Bear #8389,White,Urban Hoodie,Sad,,Tan,Earrings,Okay,12.65,1.2,5.07,66.72,14.13,2.6599999999999997,23.05,6547,4.448673129588368e-08,1.2,17.92571428571429,6
6547,Okay Bear #9077,Cream,Striped Tee,Defeated,,Tan,Skate Cap,Huh,13.26,3.5700000000000003,5.26,66.72,14.13,5.510000000000001,3.44,6548,4.449443795680964e-08,3.44,15.984285714285717,6
6548,Okay Bear #4179,Green,Aviator Jacket,Defeated,,Tan,Black Bucket Hat,Okay,12.6,0.75,5.26,66.72,14.13,4.12,23.05,6549,4.450244764135363e-08,0.75,18.09,6
6549,Okay Bear #7973,Green,Camel Coat,Sarcastic,,Dark Brown,Backwards Flat Cap,Pouting,12.6,1.16,9.65,66.72,12.68,3.0300000000000002,12.31,6550,4.450735855257253e-08,1.16,16.87857142857143,6
6550,Okay Bear #8094,Blue,Hooded Cardigan,Disappointed,,Black,Visor,Okay,12.520000000000001,1.6099999999999999,9.4,66.72,4.95,3.09,23.05,6551,4.457062295919858e-08,1.6099999999999999,17.334285714285716,6
6551,Okay Bear #3251,Green,Wool Overcoat,Disappointed,,Black,Black Bucket Hat,Okay,12.6,1.2,9.4,66.72,4.95,4.12,23.05,6552,4.457681418339073e-08,1.2,17.434285714285714,6
6552,Okay Bear #33,Yellow,Black Tee,Interested,,Green,Pencil,Pouting,12.22,3.83,6.710000000000001,66.72,4.5600000000000005,3.7900000000000005,12.31,6553,4.4576980068492344e-08,3.7900000000000005,15.734285714285717,6
6553,Okay Bear #8181,Purple,Torn Tee,Okay,,Tan,Skate Cap,Huh,11.87,1.04,20.23,66.72,14.13,5.510000000000001,3.44,6554,4.462602269094469e-08,1.04,17.562857142857144,6
6554,Okay Bear #8594,Cream,Autumn Sweater,Okay,,Green,Runner Cap,Wry,13.26,1.7500000000000002,20.23,66.72,4.5600000000000005,3.39,9.22,6555,4.464049021092146e-08,1.7500000000000002,17.01857142857143,6
6555,Okay Bear #1500,Purple,,Annoyed,,Polar,Black Bucket Hat,Yawn,11.87,19.650000000000002,13.089999999999998,66.72,6.41,4.12,0.83,6556,4.465214185467085e-08,0.83,17.52714285714286,5
6556,Okay Bear #9384,Green,Golf Polo,Disappointed,,Tan,Pencil,Proud,12.6,2.0,9.4,66.72,14.13,3.7900000000000005,5.28,6557,4.468890633455002e-08,2.0,16.274285714285714,6
6557,Okay Bear #5123,Purple,Tweed Suit,Okay,,Red Panda,,Gah,11.87,0.88,20.23,66.72,2.76,26.979999999999997,4.26,6558,4.472454572005107e-08,0.88,19.099999999999998,5
6558,Okay Bear #8505,Yellow,Torn Tee,Okay,,Polar,,Ugh,12.22,1.04,20.23,66.72,6.41,26.979999999999997,1.51,6559,4.479539678001555e-08,1.04,19.301428571428573,5
6559,Okay Bear #917,Purple,Summer Shirt,Sarcastic,,Sand,,Forced Smile,11.87,2.29,9.65,66.72,8.18,26.979999999999997,1.16,6560,4.480461919474892e-08,1.16,18.121428571428574,5
6560,Okay Bear #9636,Blue,Formal Vest,Defeated,,Albino,,Proud,12.520000000000001,1.5699999999999998,5.26,66.72,4.5600000000000005,26.979999999999997,5.28,6561,4.481118963561778e-08,1.5699999999999998,17.555714285714284,5
6561,Okay Bear #7706,White,Polo with Headphones,Defeated,,Dark Brown,Backwards Flat Cap,Okay,12.65,1.1400000000000001,5.26,66.72,12.68,3.0300000000000002,23.05,6562,4.481980579581114e-08,1.1400000000000001,17.790000000000003,6
6562,Okay Bear #9073,White,,Sarcastic,,Tan,Army Hat,Yawn,12.65,19.650000000000002,9.65,66.72,14.13,2.39,0.83,6563,4.4859516289620745e-08,0.83,18.002857142857145,5
6563,Okay Bear #2941,Yellow,Faded Denim Jacket,Sad,,Ginger,,Huh,12.22,1.9300000000000002,5.07,66.72,6.0600000000000005,26.979999999999997,3.44,6564,4.4870976812667203e-08,1.9300000000000002,17.488571428571426,5
6564,Okay Bear #5058,Cream,Aviator Jacket,Okay,,Polar,Bandana,Pouting,13.26,0.75,20.23,66.72,6.41,4.24,12.31,6565,4.490954415858352e-08,0.75,17.702857142857145,6
6565,Okay Bear #3607,Grey,Hooded Cardigan,Tired,,Grizzly,Black Bucket Hat,Pouting,12.61,1.6099999999999999,4.54,66.72,14.399999999999999,4.12,12.31,6566,4.491284995088782e-08,1.6099999999999999,16.615714285714287,6
6566,Okay Bear #3082,Warm Grey,Black Tee,Sarcastic,Round Glasses,Pink,,Okay,12.27,3.83,9.65,3.74,4.26,26.979999999999997,23.05,6567,4.493292868424456e-08,3.74,11.968571428571428,6
6567,Okay Bear #6776,Purple,Okay Tee,Annoyed,,Pink,Backwards Flat Cap,Pouting,11.87,2.73,13.089999999999998,66.72,4.26,3.0300000000000002,12.31,6568,4.496963169886396e-08,2.73,16.287142857142857,6
6568,Okay Bear #8155,Cream,,Golden Glow,,Dark Brown,,Eight Ball,13.26,19.650000000000002,1.9900000000000002,66.72,12.68,26.979999999999997,0.38,6569,4.497384184479934e-08,0.38,20.237142857142857,4
6569,Okay Bear #1174,Grey,Okay Tee,Spirited,,Green,Okay Beanie,Okay,12.61,2.73,6.2,66.72,4.5600000000000005,3.01,23.05,6570,4.505341636024984e-08,2.73,16.982857142857146,6
6570,Okay Bear #5176,Purple,,Robot,,Tan,Pom Pom Beanie,Wry,11.87,19.650000000000002,0.8699999999999999,66.72,14.13,2.56,9.22,6571,4.5154559729031905e-08,0.8699999999999999,17.860000000000003,5
6571,Okay Bear #8839,Grey,Autumn Sweater,Spirited,,Dark Brown,Bandana,Wry,12.61,1.7500000000000002,6.2,66.72,12.68,4.24,9.22,6572,4.524982391988065e-08,1.7500000000000002,16.202857142857145,6
6572,Okay Bear #8794,Purple,Sleeveless Tee,Sarcastic,Wayfarer Sunglasses,Dark Brown,,Wry,11.87,2.86,9.65,4.38,12.68,26.979999999999997,9.22,6573,4.525955669740546e-08,2.86,11.09142857142857,6
6573,Okay Bear #7446,Yellow,Suede Jacket,Annoyed,,Pink,Baker Boy Hat,Okay,12.22,2.02,13.089999999999998,66.72,4.26,2.1399999999999997,23.05,6574,4.530149784332114e-08,2.02,17.642857142857142,6
6574,Okay Bear #6146,Blue,,Tired,Wayfarer Sunglasses,Tan,,Ohh,12.520000000000001,19.650000000000002,4.54,4.38,14.13,26.979999999999997,2.4299999999999997,6575,4.5319721016708074e-08,2.4299999999999997,12.090000000000002,5
6575,Okay Bear #724,Green,,Happy,Clear Glasses,Sand,Backwards Flat Cap,Okay,12.6,19.650000000000002,7.88,4.07,8.18,3.0300000000000002,23.05,6576,4.536496586665031e-08,3.0300000000000002,11.208571428571428,6
6576,Okay Bear #658,Cream,,Interested,Aviator Sunglasses,Sand,Classic Cap,Okay,13.26,19.650000000000002,6.710000000000001,4.09,8.18,3.37,23.05,6577,4.54366225316911e-08,3.37,11.18714285714286,6
6577,Okay Bear #5292,Green,Loose Overalls,Sad,,Albino,Pencil,Okay,12.6,2.68,5.07,66.72,4.5600000000000005,3.7900000000000005,23.05,6578,4.550344927051684e-08,2.68,16.924285714285713,6
6578,Okay Bear #9954,Purple,Puffer Jacket,Sarcastic,,Black,Sticky Note,Okay,11.87,2.27,9.65,66.72,4.95,2.3,23.05,6579,4.55264610067688e-08,2.27,17.25857142857143,6
6579,Okay Bear #6238,White,,Golden Glow,,Polar,Mumford Hat,Pouting,12.65,19.650000000000002,1.9900000000000002,66.72,6.41,1.7500000000000002,12.31,6580,4.557391367836439e-08,1.7500000000000002,17.354285714285716,5
6580,Okay Bear #7732,Grey,,Annoyed,Round Glasses,Grizzly,Backwards Skate Cap,Pouting,12.61,19.650000000000002,13.089999999999998,3.74,14.399999999999999,2.12,12.31,6581,4.558744958014158e-08,2.12,11.131428571428572,6
6581,Okay Bear #781,Warm Grey,Striped Tee,Annoyed,,Wood,,Haa,12.27,3.5700000000000003,13.089999999999998,66.72,2.01,26.979999999999997,2.1999999999999997,6582,4.564247082193552e-08,2.01,18.119999999999997,5
6582,Okay Bear #865,Blue,Vintage Shirt,Okay,Clear Glasses,Sun,,Okay,12.520000000000001,2.75,20.23,4.07,2.59,26.979999999999997,23.05,6583,4.5660425454849976e-08,2.59,13.17,6
6583,Okay Bear #3952,Green,Woven Sweater,Okay,,Dark Brown,Army Hat,Gah,12.6,2.08,20.23,66.72,12.68,2.39,4.26,6584,4.5668059064758486e-08,2.08,17.279999999999998,6
6584,Okay Bear #1494,White,Loose Overalls,Sad,,Green,Pencil,Okay,12.65,2.68,5.07,66.72,4.5600000000000005,3.7900000000000005,23.05,6585,4.56840185136538e-08,2.68,16.931428571428572,6
6585,Okay Bear #2460,Grey,Sling Pack,Happy,,Polar,Backwards Skate Cap,Okay,12.61,2.1999999999999997,7.88,66.72,6.41,2.12,23.05,6586,4.56861795973473e-08,2.12,17.284285714285716,6
6586,Okay Bear #2299,Yellow,Autumn Sweater,Disappointed,,Panda,Pencil,Okay,12.22,1.7500000000000002,9.4,66.72,3.9,3.7900000000000005,23.05,6587,4.5694916971507456e-08,1.7500000000000002,17.261428571428574,6
6587,Okay Bear #3393,Blue,Polo with Headphones,Tired,,Pink,,Wry,12.520000000000001,1.1400000000000001,4.54,66.72,4.26,26.979999999999997,9.22,6588,4.581456170942121e-08,1.1400000000000001,17.911428571428573,5
6588,Okay Bear #2716,Grey,Black Suit,Annoyed,,Grizzly,Runner Cap,Okay,12.61,0.37,13.089999999999998,66.72,14.399999999999999,3.39,23.05,6589,4.5850662461611684e-08,0.37,19.09,6
6589,Okay Bear #495,White,Urban Hoodie,Disappointed,,Dark Brown,Black Bucket Hat,Wry,12.65,1.2,9.4,66.72,12.68,4.12,9.22,6590,4.585672694336533e-08,1.2,16.570000000000004,6
6590,Okay Bear #2316,Purple,Coat with Headphones,Annoyed,,Ginger,Sweatband,Okay,11.87,0.8999999999999999,13.089999999999998,66.72,6.0600000000000005,3.52,23.05,6591,4.587489993411731e-08,0.8999999999999999,17.88714285714286,6
6591,Okay Bear #9247,Cream,Golf Polo,Sad,,Dark Brown,Mumford Hat,Okay,13.26,2.0,5.07,66.72,12.68,1.7500000000000002,23.05,6592,4.5884473065063364e-08,1.7500000000000002,17.790000000000003,6
6592,Okay Bear #1692,Yellow,Wool Overcoat,Okay,,Grizzly,Mumford Hat,Wry,12.22,1.2,20.23,66.72,14.399999999999999,1.7500000000000002,9.22,6593,4.59870799728937e-08,1.2,17.962857142857143,6
6593,Okay Bear #1455,Yellow,Vintage Shirt,Spirited,,Pink,Classic Cap,Okay,12.22,2.75,6.2,66.72,4.26,3.37,23.05,6594,4.600044749718476e-08,2.75,16.93857142857143,6
6594,Okay Bear #3578,Blue,Wool Overcoat,Happy,,Sand,Visor,Okay,12.520000000000001,1.2,7.88,66.72,8.18,3.09,23.05,6595,4.6020416288480785e-08,1.2,17.52,6
6595,Okay Bear #6162,White,Scarf,Interested,,Dark Brown,Baker Boy Hat,Okay,12.65,1.3,6.710000000000001,66.72,12.68,2.1399999999999997,23.05,6596,4.6048595887327864e-08,1.3,17.892857142857142,6
6596,Okay Bear #6285,Warm Grey,Utility Vest,Okay,,Albino,Classic Cap,Wry,12.27,1.97,20.23,66.72,4.5600000000000005,3.37,9.22,6597,4.6226219150460104e-08,1.97,16.905714285714286,6
6597,Okay Bear #7388,Yellow,Camel Coat,Annoyed,,Tan,,Yum,12.22,1.16,13.089999999999998,66.72,14.13,26.979999999999997,0.98,6598,4.625248406466129e-08,0.98,19.325714285714287,5
6598,Okay Bear #7814,Green,Vintage Shirt,Defeated,,Polar,,Haa,12.6,2.75,5.26,66.72,6.41,26.979999999999997,2.1999999999999997,6599,4.626660967253741e-08,2.1999999999999997,17.56,5
