name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity
Okay Bear #5538,Blue,Pullover Windbreaker,Happy,Punk Sunglasses,Ginger,Ear Tag,Wry,0.1252,0.0606,0.0922,0.0788,0.0204,0.0269,0.0191
Okay Bear #5539,Cream,,Sad,Circle Sunglasses,Red Panda,Head Cam,Drool,0.1326,0.0276,0.0097,0.0507,0.1965,0.0282,0.0146
Okay Bear #554,White,Striped Tee,Interested,Holographic,Dark Brown,,Huh,0.1265,0.1268,0.0344,0.0671,0.0357,0.0171,0.2698
Okay Bear #5540,Yellow,Autumn Sweater,Annoyed,,Sand,,Okay,0.1222,0.0818,0.2305,0.1309,0.0175,0.6672,0.2698
Okay Bear #5541,Grey,Summer Shirt,Golden Glow,,Tan,Pom Pom Beanie,Beaming Smile,0.1261,0.1413,0.0233,0.0199,0.0229,0.6672,0.0256
Okay Bear #5542,Yellow,,Defeated,Clear Glasses,Grizzly,Worn Out Cap,Okay,0.1222,0.144,0.2305,0.0526,0.1965,0.0407,0.0279
Okay Bear #5543,Cream,,Closed,,Ginger,,Gah,0.1326,0.0606,0.0426,0.031,0.1965,0.6672,0.2698
Okay Bear #5544,Warm Grey,Sleeveless Tee,Happy,Wayfarer Sunglasses,Green,Sweatband,Gah,0.1227,0.0456,0.0426,0.0788,0.0286,0.0438,0.0352
Okay Bear #5545,Warm Grey,Black Tee,Sarcastic,,Polar,Visor,Ugh,0.1227,0.0641,0.0151,0.0965,0.0383,0.6672,0.0309
Okay Bear #5546,Grey,Fur Coat,Okay,,Grizzly,,Okay,0.1261,0.144,0.2305,0.2023,0.0038,0.6672,0.2698
Okay Bear #5547,Yellow,Hooded Cardigan,Defeated,Aviator Sunglasses,Green,Skate Cap,Proud,0.1222,0.0456,0.0528,0.0526,0.0161,0.0409,0.0551
Okay Bear #5548,Blue,Black Tee,Disappointed,,Tan,Pencil,Sneer,0.1252,0.1413,0.0211,0.094,0.0383,0.6672,0.0379
Okay Bear #5549,Grey,Golf Polo,Sarcastic,,Dark Brown,Mumford Hat,Okay,0.1261,0.1268,0.2305,0.0965,0.02,0.6672,0.0175
Okay Bear #555,Cream,Hoodie with Headphones,Robot,,Green,Mumford Hat,Hmm,0.1326,0.0456,0.0302,0.0087,0.0227,0.6672,0.0175
Okay Bear #5550,White,,Sarcastic,Clear Glasses,Grizzly,,Okay,0.1265,0.144,0.2305,0.0965,0.1965,0.0407,0.2698
Okay Bear #5551,Cream,,Disappointed,,Grizzly,Black Bucket Hat,Clean Smile,0.1326,0.144,0.0797,0.094,0.1965,0.6672,0.0412
Okay Bear #5552,Green,,Sad,Clear Glasses,Panda,,Drool,0.126,0.039,0.0097,0.0507,0.1965,0.0407,0.2698
Okay Bear #5553,White,Sleeveless Tee,Happy,Pixel Glasses,Sand,Worn Out Cap,Wry,0.1265,0.0818,0.0922,0.0788,0.0286,0.032,0.0279
Okay Bear #5554,White,,Interested,,Dark Brown,Rabbit Fur Hat,Beaming Smile,0.1265,0.1268,0.0233,0.0671,0.1965,0.6672,0.0085
Okay Bear #5555,Grey,Loose Overalls,Happy,Pixel Glasses,Grizzly,,Pouting,0.1261,0.144,0.1231,0.0788,0.0268,0.032,0.2698
Okay Bear #5556,Green,,Defeated,Round Glasses,Grizzly,,Haa,0.126,0.144,0.022,0.0526,0.1965,0.0374,0.2698
Okay Bear #5557,Warm Grey,Hoodie with Headphones,Spirited,,Lofi,Bandana,Ohh,0.1227,0.0196,0.0243,0.062,0.0227,0.6672,0.0424
Okay Bear #5558,Yellow,Summer Shirt,Okay,,Black,Sticky Note,Ohh,0.1222,0.0495,0.0243,0.2023,0.0229,0.6672,0.023
Okay Bear #5559,Cream,Okay Hoodie,Annoyed,,Black,Beret,Haa,0.1326,0.0495,0.022,0.1309,0.015,0.6672,0.0292
Okay Bear #556,Yellow,Hoodie with Headphones,Okay,,Grizzly,Flat Hat,Clean Smile,0.1222,0.144,0.0797,0.2023,0.0227,0.6672,0.029
Okay Bear #5560,Blue,Hawaiian Shirt,Disappointed,,Pink,Beret,Okay,0.1252,0.0426,0.2305,0.094,0.0178,0.6672,0.0292
Okay Bear #5561,Warm Grey,Autumn Sweater,Sarcastic,,Dark Brown,Flat Hat,Raspberry,0.1227,0.1268,0.0253,0.0965,0.0175,0.6672,0.029
Okay Bear #5562,Yellow,Camel Coat,Annoyed,,Grizzly,,Okay,0.1222,0.144,0.2305,0.1309,0.0116,0.6672,0.2698
Okay Bear #5563,Yellow,,Disappointed,Punk Sunglasses,Pink,Visor,Wheat,0.1222,0.0426,0.0217,0.094,0.1965,0.0269,0.0309
Okay Bear #5564,Yellow,Pullover Windbreaker,Disappointed,,Polar,Visor,Wheat,0.1222,0.0641,0.0217,0.094,0.0204,0.6672,0.0309
Okay Bear #5565,White,Suede Jacket,Tired,Aviator Sunglasses,Blueprint,,Oou,0.1265,0.0158,0.0271,0.0454,0.0202,0.0409,0.2698
Okay Bear #5566,Blue,Okay Tee,Tired,Holographic,Dark Brown,Backwards Flat Cap,Hmm,0.1252,0.1268,0.0302,0.0454,0.0273,0.0171,0.0303
Okay Bear #5567,White,,Sad,Aviator Sunglasses,Ginger,Sticky Note,Hmm,0.1265,0.0606,0.0302,0.0507,0.1965,0.0409,0.023
Okay Bear #5568,Blue,Suede Jacket,Disappointed,,Dark Brown,,Clean Smile,0.1252,0.1268,0.0797,0.094,0.0202,0.6672,0.2698
Okay Bear #5569,White,Summer Shirt,Disappointed,Aviator Sunglasses,Tan,Sticky Note,Okay,0.1265,0.1413,0.2305,0.094,0.0229,0.0409,0.023
Okay Bear #557,Warm Grey,Black Tee,Interested,,Panda,Backwards Flat Cap,Okay,0.1227,0.039,0.2305,0.0671,0.0383,0.6672,0.0303
Okay Bear #5570,Yellow,Camel Coat,Happy,Punk Sunglasses,Red Panda,Black Bucket Hat,Raspberry,0.1222,0.0276,0.0253,0.0788,0.0116,0.0269,0.0412
Okay Bear #5571,Green,Sleeveless Tee,Disappointed,,Tan,Pom Pom Beanie,Pouting,0.126,0.1413,0.1231,0.094,0.0286,0.6672,0.0256
Okay Bear #5572,Purple,Okay Tee,Interested,,Ginger,,Clean Smile,0.1187,0.0606,0.0797,0.0671,0.0273,0.6672,0.2698
Okay Bear #5573,Blue,Sleeveless Tee,White Glow,Flying Goggles,Polar,,Okay,0.1252,0.0641,0.2305,0.0341,0.0286,0.0183,0.2698
Okay Bear #5574,Yellow,,White Glow,Wayfarer Sunglasses,Dark Brown,,Pouting,0.1222,0.1268,0.1231,0.0341,0.1965,0.0438,0.2698
Okay Bear #5575,Blue,Sleeveless Tee,Spirited,Punk Sunglasses,Black,Sweatband,Wheat,0.1252,0.0495,0.0217,0.062,0.0286,0.0269,0.0352
Okay Bear #5576,Purple,Torn Sleeveless Tee,Annoyed,,Lofi,Sticky Note,Eight Ball,0.1187,0.0196,0.0038,0.1309,0.0315,0.6672,0.023
Okay Bear #5577,Warm Grey,Sling Pack,Interested,VR Headset,Albino,,Clean Smile,0.1227,0.0456,0.0797,0.0671,0.022,0.0092,0.2698
Okay Bear #5578,White,Olive Windbreaker,Happy,,Grizzly,Surf Bucket Hat,Okay,0.1265,0.144,0.2305,0.0788,0.0256,0.6672,0.0133
Okay Bear #5579,Blue,Hoodie with Headphones,Happy,Mechanical Goggles,Sun,Skate Cap,Ugh,0.1252,0.0259,0.0151,0.0788,0.0227,0.0051,0.0551
Okay Bear #558,White,Torn Sleeveless Tee,Annoyed,Aviator Sunglasses,Grizzly,Mumford Hat,Gah,0.1265,0.144,0.0426,0.1309,0.0315,0.0409,0.0175
Okay Bear #5580,Cream,Scarf,Defeated,,Black,,Okay,0.1326,0.0495,0.2305,0.0526,0.013,0.6672,0.2698
Okay Bear #5581,Yellow,Tech Jacket,Annoyed,,Wood,Mumford Hat,Pouting,0.1222,0.0201,0.1231,0.1309,0.0104,0.6672,0.0175
Okay Bear #5582,Warm Grey,,Sarcastic,,Tan,Pom Pom Beanie,Clean Smile,0.1227,0.1413,0.0797,0.0965,0.1965,0.6672,0.0256
Okay Bear #5583,White,Hoodie with Headphones,Happy,,Panda,,Pouting,0.1265,0.039,0.1231,0.0788,0.0227,0.6672,0.2698
Okay Bear #5584,Warm Grey,Sleeveless Tee,Okay,VR Headset,Sun,,Gah,0.1227,0.0259,0.0426,0.2023,0.0286,0.0092,0.2698
Okay Bear #5585,Warm Grey,Okay Hoodie,Annoyed,Barrel Sunglasses,Sand,Black Bucket Hat,Wry,0.1227,0.0818,0.0922,0.1309,0.015,0.0211,0.0412
Okay Bear #5586,Blue,Summer Shirt,Okay,,Tan,Bandana,Sneer,0.1252,0.1413,0.0211,0.2023,0.0229,0.6672,0.0424
Okay Bear #5587,Blue,Hooded Cardigan,Interested,Wayfarer Sunglasses,Tan,Skate Cap,Wry,0.1252,0.1413,0.0922,0.0671,0.0161,0.0438,0.0551
Okay Bear #5588,Warm Grey,Faded Denim Jacket,Interested,,Green,Visor,Okay,0.1227,0.0456,0.2305,0.0671,0.0193,0.6672,0.0309
Okay Bear #5589,Warm Grey,Hooded Cardigan,Happy,Round Glasses,Grizzly,Sticky Note,Wry,0.1227,0.144,0.0922,0.0788,0.0161,0.0374,0.023
Okay Bear #559,Blue,Sling Pack,Sad,,Albino,Skate Cap,Okay,0.1252,0.0456,0.2305,0.0507,0.022,0.6672,0.0551
Okay Bear #5590,Warm Grey,Faded Denim Jacket,Tired,,Ginger,Ear Tag,Huh,0.1227,0.0606,0.0344,0.0454,0.0193,0.6672,0.0191
Okay Bear #5591,Blue,Overalls,Happy,,Grizzly,Flat Hat,Okay,0.1252,0.144,0.2305,0.0788,0.0139,0.6672,0.029
Okay Bear #5592,Grey,Camel Coat,Interested,,Ginger,,Proud,0.1261,0.0606,0.0528,0.0671,0.0116,0.6672,0.2698
Okay Bear #5593,Blue,Okay Hoodie,Sarcastic,,Polar,Classic Cap,Grimace,0.1252,0.0641,0.0099,0.0965,0.015,0.6672,0.0337
Okay Bear #5594,Blue,Okay Hoodie,Interested,,Polar,Flat Hat,Gah,0.1252,0.0641,0.0426,0.0671,0.015,0.6672,0.029
Okay Bear #5595,Yellow,Double Jacket,Spirited,,Grizzly,Worn Out Cap,Pouting,0.1222,0.144,0.1231,0.062,0.0251,0.6672,0.0279
Okay Bear #5596,White,Olive Windbreaker,Okay,,Sand,,Wheat,0.1265,0.0818,0.0217,0.2023,0.0256,0.6672,0.2698
Okay Bear #5597,White,,Tired,Circle Sunglasses,Dark Brown,Head Cam,Beaming Smile,0.1265,0.1268,0.0233,0.0454,0.1965,0.0282,0.0146
Okay Bear #5598,Purple,Hoodie with Headphones,Spirited,,Dark Brown,Black Bucket Hat,Beaming Smile,0.1187,0.1268,0.0233,0.062,0.0227,0.6672,0.0412
Okay Bear #5599,Cream,Cord Tracksuit,Annoyed,,Sand,,Clean Smile,0.1326,0.0818,0.0797,0.1309,0.0139,0.6672,0.2698
Okay Bear #56,White,Travel Coat,Sarcastic,,Dark Brown,Rubik's Cube,Pouting,0.1265,0.1268,0.1231,0.0965,0.0101,0.6672,0.0041
Okay Bear #560,Purple,,Sarcastic,,Ginger,Chullo,Okay,0.1187,0.0606,0.2305,0.0965,0.1965,0.6672,0.0078
Okay Bear #5600,White,Pullover Windbreaker,Sad,,Andean,Black Bucket Hat,Okay,0.1265,0.0377,0.2305,0.0507,0.0204,0.6672,0.0412
Okay Bear #5601,White,Sleeveless Tee,Disappointed,,Tan,Bandana,Clean Smile,0.1265,0.1413,0.0797,0.094,0.0286,0.6672,0.0424
Okay Bear #5602,Cream,Torn Tee,Okay,,Tan,Earrings,Pouting,0.1326,0.1413,0.1231,0.2023,0.0104,0.6672,0.0266
Okay Bear #5603,Warm Grey,Legacy Windbreaker,Okay,Wayfarer Sunglasses,Wood,Pencil,Proud,0.1227,0.0201,0.0528,0.2023,0.0115,0.0438,0.0379
Okay Bear #5604,Warm Grey,Loose Overalls,White Glow,,Dark Brown,Okay Beanie,Huh,0.1227,0.1268,0.0344,0.0341,0.0268,0.6672,0.0301
Okay Bear #5605,Yellow,,Closed,,Grizzly,,Proud,0.1222,0.144,0.0528,0.031,0.1965,0.6672,0.2698
Okay Bear #5606,Warm Grey,Okay Hoodie,Spirited,,Tan,,Sneer,0.1227,0.1413,0.0211,0.062,0.015,0.6672,0.2698
Okay Bear #5607,Yellow,Insulated Jacket,Annoyed,,Tan,Earrings,Okay,0.1222,0.1413,0.2305,0.1309,0.0155,0.6672,0.0266
Okay Bear #5608,Green,Hawaiian Shirt,Okay,Aviator Sunglasses,Black,,Grimace,0.126,0.0495,0.0099,0.2023,0.0178,0.0409,0.2698
Okay Bear #5609,Yellow,Insulated Jacket,Okay,,Ginger,Mumford Hat,Gaiter,0.1222,0.0606,0.0057,0.2023,0.0155,0.6672,0.0175
Okay Bear #561,Yellow,Black Tee,Okay,,Sun,Black Bucket Hat,Pencil,0.1222,0.0259,0.0081,0.2023,0.0383,0.6672,0.0412
Okay Bear #5610,White,Vintage Shirt,Okay,,Dark Brown,Sweatband,Okay,0.1265,0.1268,0.2305,0.2023,0.0275,0.6672,0.0352
Okay Bear #5611,Green,,Annoyed,Flying Goggles,Dark Brown,Black Bucket Hat,Pencil,0.126,0.1268,0.0081,0.1309,0.1965,0.0183,0.0412
Okay Bear #5612,Purple,Summer Shirt,Okay,Aviator Sunglasses,Panda,,Clean Smile,0.1187,0.039,0.0797,0.2023,0.0229,0.0409,0.2698
Okay Bear #5613,White,Okay Tee,Annoyed,Circle Sunglasses,Sand,Earrings,Okay,0.1265,0.0818,0.2305,0.1309,0.0273,0.0282,0.0266
Okay Bear #5614,Green,Striped Tee,Disappointed,,Wood,Pencil,Ugh,0.126,0.0201,0.0151,0.094,0.0357,0.6672,0.0379
Okay Bear #5615,White,Utility Vest,Spirited,,Black,Classic Cap,Clean Smile,0.1265,0.0495,0.0797,0.062,0.0197,0.6672,0.0337
Okay Bear #5616,Green,,Interested,,Andean,Rabbit Fur Hat,Ohh,0.126,0.0377,0.0243,0.0671,0.1965,0.6672,0.0085
Okay Bear #5617,Purple,,Defeated,,Albino,Classic Cap,Hmm,0.1187,0.0456,0.0302,0.0526,0.1965,0.6672,0.0337
Okay Bear #5618,Blue,,Okay,,Red Panda,,Sneer,0.1252,0.0276,0.0211,0.2023,0.1965,0.6672,0.2698
Okay Bear #5619,Green,Suede Jacket,Okay,Clear Glasses,Andean,Skate Cap,Beaming Smile,0.126,0.0377,0.0233,0.2023,0.0202,0.0407,0.0551
Okay Bear #562,White,Pullover Windbreaker,Defeated,Wayfarer Sunglasses,Dark Brown,Flat Hat,Gah,0.1265,0.1268,0.0426,0.0526,0.0204,0.0438,0.029
Okay Bear #5620,Cream,,White Glow,Round Glasses,Andean,,Haa,0.1326,0.0377,0.022,0.0341,0.1965,0.0374,0.2698
Okay Bear #5621,Blue,Formal Vest,Spirited,,Pink,,Pouting,0.1252,0.0426,0.1231,0.062,0.0157,0.6672,0.2698
Okay Bear #5622,Blue,Cord Tracksuit,Okay,,Tan,Flat Hat,Gah,0.1252,0.1413,0.0426,0.2023,0.0139,0.6672,0.029
Okay Bear #5623,Purple,,Annoyed,Wayfarer Sunglasses,Sand,,Hmm,0.1187,0.0818,0.0302,0.1309,0.1965,0.0438,0.2698
Okay Bear #5624,Green,Puffer Jacket,Okay,Pixel Glasses,Tan,,Worried,0.126,0.1413,0.0095,0.2023,0.0227,0.032,0.2698
Okay Bear #5625,Blue,Aviator Jacket,Golden Glow,Punk Sunglasses,Dark Brown,Flat Hat,Pouting,0.1252,0.1268,0.1231,0.0199,0.0075,0.0269,0.029
Okay Bear #5626,Cream,,Okay,,Lofi,Army Hat,Forced Smile,0.1326,0.0196,0.0116,0.2023,0.1965,0.6672,0.0239
Okay Bear #5627,Blue,Sleeveless Tee,Spirited,,Panda,Rabbit Fur Hat,Okay,0.1252,0.039,0.2305,0.062,0.0286,0.6672,0.0085
Okay Bear #5628,Warm Grey,Striped Tee,Happy,,Tan,,Beaming Smile,0.1227,0.1413,0.0233,0.0788,0.0357,0.6672,0.2698
Okay Bear #5629,Purple,Polo with Headphones,Tired,,Red Panda,,Sneer,0.1187,0.0276,0.0211,0.0454,0.0114,0.6672,0.2698
Okay Bear #563,Purple,Black Suit,Disappointed,,Sun,Baker Boy Hat,Wry,0.1187,0.0259,0.0922,0.094,0.0037,0.6672,0.0214
Okay Bear #5630,Green,Double Jacket,Golden Glow,Flying Goggles,Sand,,Wry,0.126,0.0818,0.0922,0.0199,0.0251,0.0183,0.2698
Okay Bear #5631,Green,Double Jacket,Tired,,Grizzly,Flat Hat,Okay,0.126,0.144,0.2305,0.0454,0.0251,0.6672,0.029
Okay Bear #5632,Blue,Torn Sleeveless Tee,Annoyed,Aviator Sunglasses,Sun,Black Bucket Hat,Wry,0.1252,0.0259,0.0922,0.1309,0.0315,0.0409,0.0412
Okay Bear #5633,Grey,Tech Jacket,Okay,,Green,Worn Out Cap,Okay,0.1261,0.0456,0.2305,0.2023,0.0104,0.6672,0.0279
Okay Bear #5634,Purple,Sleeveless Tee,White Glow,,Sand,Earrings,Okay,0.1187,0.0818,0.2305,0.0341,0.0286,0.6672,0.0266
Okay Bear #5635,Yellow,Olive Windbreaker,Sarcastic,Circle Sunglasses,Polar,Ear Tag,Clean Smile,0.1222,0.0641,0.0797,0.0965,0.0256,0.0282,0.0191
Okay Bear #5636,Cream,Striped Tee,Okay,Barrel Sunglasses,Grizzly,Worn Out Beanie,Okay,0.1326,0.144,0.2305,0.2023,0.0357,0.0211,0.026
Okay Bear #5637,Purple,Torn Tee,Sarcastic,,Albino,Okay Beanie,Yawn,0.1187,0.0456,0.0083,0.0965,0.0104,0.6672,0.0301
Okay Bear #5638,Cream,Loose Overalls,Sad,,Black,Ear Tag,Yum,0.1326,0.0495,0.0098,0.0507,0.0268,0.6672,0.0191
Okay Bear #5639,Grey,Double Jacket,Annoyed,Round Glasses,Tan,Okay Beanie,Ugh,0.1261,0.1413,0.0151,0.1309,0.0251,0.0374,0.0301
Okay Bear #564,Yellow,Golf Polo,Okay,,Tan,Okay Beanie,Raspberry,0.1222,0.1413,0.0253,0.2023,0.02,0.6672,0.0301
Okay Bear #5640,Yellow,Double Jacket,Okay,Clear Glasses,Grizzly,Flat Hat,Ohh,0.1222,0.144,0.0243,0.2023,0.0251,0.0407,0.029
Okay Bear #5641,Yellow,Wool Overcoat,Happy,Punk Sunglasses,Dark Brown,Runner Cap,Okay,0.1222,0.1268,0.2305,0.0788,0.012,0.0269,0.0339
Okay Bear #5642,Yellow,Winter Scarf,Okay,,Black,Classic Cap,Yawn,0.1222,0.0495,0.0083,0.2023,0.006,0.6672,0.0337
Okay Bear #5643,Warm Grey,Tweed Suit,Okay,,Dark Brown,Black Bucket Hat,Okay,0.1227,0.1268,0.2305,0.2023,0.0088,0.6672,0.0412
Okay Bear #5644,Grey,,Disappointed,Wayfarer Sunglasses,Albino,Pencil,Pouting,0.1261,0.0456,0.1231,0.094,0.1965,0.0438,0.0379
Okay Bear #5645,Warm Grey,Olive Windbreaker,Spirited,,Tan,Bandana,Pouting,0.1227,0.1413,0.1231,0.062,0.0256,0.6672,0.0424
Okay Bear #5646,Grey,Okay Tee,Annoyed,,Panda,Bandana,Bubble Gum,0.1261,0.039,0.0101,0.1309,0.0273,0.6672,0.0424
Okay Bear #5647,Cream,Denim Jacket,Okay,,Polar,Visor,Clean Smile,0.1326,0.0641,0.0797,0.2023,0.0091,0.6672,0.0309
Okay Bear #5648,Green,Woven Sweater,Wide Eyed,,Dark Brown,Baker Boy Hat,Raspberry,0.126,0.1268,0.0253,0.026,0.0208,0.6672,0.0214
Okay Bear #5649,Blue,Sling Pack,Sad,Round Glasses,Dark Brown,Okay Beanie,Gah,0.1252,0.1268,0.0426,0.0507,0.022,0.0374,0.0301
Okay Bear #565,Warm Grey,Okay Hoodie,Tired,,Tan,Head Cam,Okay,0.1227,0.1413,0.2305,0.0454,0.015,0.6672,0.0146
Okay Bear #5650,Green,Okay Hoodie,Interested,,Grizzly,Beret,Wheat,0.126,0.144,0.0217,0.0671,0.015,0.6672,0.0292
Okay Bear #5651,Green,Black Tee,Spirited,,Tan,,Sneer,0.126,0.1413,0.0211,0.062,0.0383,0.6672,0.2698
Okay Bear #5652,Purple,,Sarcastic,Aviator Sunglasses,Sun,Sweatband,Okay,0.1187,0.0259,0.2305,0.0965,0.1965,0.0409,0.0352
Okay Bear #5653,White,Legacy Windbreaker,Happy,Clear Glasses,Sand,Skate Cap,Yum,0.1265,0.0818,0.0098,0.0788,0.0115,0.0407,0.0551
Okay Bear #5654,Yellow,Torn Tee,Sarcastic,Round Glasses,Polar,,Ugh,0.1222,0.0641,0.0151,0.0965,0.0104,0.0374,0.2698
Okay Bear #5655,Cream,,White Glow,,Polar,Runner Cap,Beaming Smile,0.1326,0.0641,0.0233,0.0341,0.1965,0.6672,0.0339
Okay Bear #5656,Purple,Hawaiian Shirt,Happy,Pixel Glasses,Dark Brown,,Okay,0.1187,0.1268,0.2305,0.0788,0.0178,0.032,0.2698
Okay Bear #5657,Purple,Summer Shirt,Okay,Aviator Sunglasses,Green,Flat Hat,Wry,0.1187,0.0456,0.0922,0.2023,0.0229,0.0409,0.029
Okay Bear #5658,Grey,Hawaiian Shirt,Golden Glow,,Polar,,Okay,0.1261,0.0641,0.2305,0.0199,0.0178,0.6672,0.2698
Okay Bear #5659,Green,Golf Polo,Sarcastic,,Pink,Worn Out Beanie,Huh,0.126,0.0426,0.0344,0.0965,0.02,0.6672,0.026
Okay Bear #566,Cream,Overalls,Okay,,Lofi,Skate Cap,Okay,0.1326,0.0196,0.2305,0.2023,0.0139,0.6672,0.0551
Okay Bear #5660,Cream,Sling Pack,Okay,,Dark Brown,Black Bucket Hat,Ohh,0.1326,0.1268,0.0243,0.2023,0.022,0.6672,0.0412
Okay Bear #5661,Grey,Vintage Windbreaker,Okay,,Dark Brown,Earrings,Gah,0.1261,0.1268,0.0426,0.2023,0.0193,0.6672,0.0266
Okay Bear #5662,White,Insulated Jacket,Okay,,Tan,Flat Hat,Clean Smile,0.1265,0.1413,0.0797,0.2023,0.0155,0.6672,0.029
Okay Bear #5663,Warm Grey,Insulated Jacket,Interested,Holographic,Tan,,Haa,0.1227,0.1413,0.022,0.0671,0.0155,0.0171,0.2698
Okay Bear #5664,Purple,Insulated Jacket,Okay,,Ginger,Worn Out Cap,Sneer,0.1187,0.0606,0.0211,0.2023,0.0155,0.6672,0.0279
Okay Bear #5665,Purple,Okay Hoodie,Annoyed,,Andean,Pom Pom Beanie,Pouting,0.1187,0.0377,0.1231,0.1309,0.015,0.6672,0.0256
Okay Bear #5666,Grey,Cord Tracksuit,Sarcastic,,Ginger,Classic Cap,Forced Smile,0.1261,0.0606,0.0116,0.0965,0.0139,0.6672,0.0337
Okay Bear #5667,Blue,,White Glow,Holographic,Red Panda,Flat Cap,Yum,0.1252,0.0276,0.0098,0.0341,0.1965,0.0171,0.0122
Okay Bear #5668,Purple,Olive Windbreaker,Okay,,Dark Brown,Surf Bucket Hat,Pouting,0.1187,0.1268,0.1231,0.2023,0.0256,0.6672,0.0133
Okay Bear #5669,Purple,Striped Tee,White Glow,,Green,Bandana,Proud,0.1187,0.0456,0.0528,0.0341,0.0357,0.6672,0.0424
Okay Bear #567,Yellow,Puffer Jacket,Wide Eyed,,Grizzly,,Oou,0.1222,0.144,0.0271,0.026,0.0227,0.6672,0.2698
Okay Bear #5670,Warm Grey,Striped Tee,Okay,Barrel Sunglasses,Ginger,Mumford Hat,Wry,0.1227,0.0606,0.0922,0.2023,0.0357,0.0211,0.0175
Okay Bear #5671,Grey,Striped Tee,Disappointed,Clear Glasses,Green,Black Bucket Hat,Wry,0.1261,0.0456,0.0922,0.094,0.0357,0.0407,0.0412
Okay Bear #5672,Blue,Striped Tee,Tired,,Panda,,Wry,0.1252,0.039,0.0922,0.0454,0.0357,0.6672,0.2698
Okay Bear #5673,Warm Grey,Sleeveless Tee,White Glow,Holographic,Tan,Worn Out Cap,Worried,0.1227,0.1413,0.0095,0.0341,0.0286,0.0171,0.0279
Okay Bear #5674,Yellow,Puffer Jacket,Interested,,Ginger,Black Bucket Hat,Wry,0.1222,0.0606,0.0922,0.0671,0.0227,0.6672,0.0412
Okay Bear #5675,Cream,Sling Pack,Annoyed,,Polar,Backwards Skate Cap,Ahh,0.1326,0.0641,0.0113,0.1309,0.022,0.6672,0.0212
Okay Bear #5676,Grey,,Interested,,Wood,Sticky Note,Wheat,0.1261,0.0201,0.0217,0.0671,0.1965,0.6672,0.023
Okay Bear #5677,Yellow,Denim Jacket,Tired,,Panda,Baker Boy Hat,Clean Smile,0.1222,0.039,0.0797,0.0454,0.0091,0.6672,0.0214
Okay Bear #5678,Grey,Woven Sweater,Closed,,Grizzly,,Okay,0.1261,0.144,0.2305,0.031,0.0208,0.6672,0.2698
Okay Bear #5679,Warm Grey,Sling Pack,Robot,,Dark Brown,Black Bucket Hat,Okay,0.1227,0.1268,0.2305,0.0087,0.022,0.6672,0.0412
Okay Bear #568,White,Leather Jacket,Closed,Wayfarer Sunglasses,Polar,,Okay,0.1265,0.0641,0.2305,0.031,0.013,0.0438,0.2698
Okay Bear #5680,Warm Grey,,Annoyed,Pixel Glasses,Polar,,Oou,0.1227,0.0641,0.0271,0.1309,0.1965,0.032,0.2698
Okay Bear #5681,Yellow,,Disappointed,Flying Goggles,Tan,Runner Cap,Pouting,0.1222,0.1413,0.1231,0.094,0.1965,0.0183,0.0339
Okay Bear #5682,Blue,Overalls,Okay,Circle Sunglasses,Robot,,Okay,0.1252,0.0052,0.2305,0.2023,0.0139,0.0282,0.2698
Okay Bear #5683,Grey,Torn Sleeveless Tee,Tired,,Tan,Beret,Haa,0.1261,0.1413,0.022,0.0454,0.0315,0.6672,0.0292
Okay Bear #5684,Purple,,Interested,,Pink,Worn Out Cap,Huh,0.1187,0.0426,0.0344,0.0671,0.1965,0.6672,0.0279
Okay Bear #5685,Grey,Utility Vest,Defeated,,Tan,Pencil,Ohh,0.1261,0.1413,0.0243,0.0526,0.0197,0.6672,0.0379
Okay Bear #5686,Green,Sleeveless Tee,Disappointed,,Polar,Flat Hat,Gah,0.126,0.0641,0.0426,0.094,0.0286,0.6672,0.029
Okay Bear #5687,Yellow,,Annoyed,,Green,,Pouting,0.1222,0.0456,0.1231,0.1309,0.1965,0.6672,0.2698
Okay Bear #5688,Green,Sleeveless Tee,Tired,,Tan,Visor,Pouting,0.126,0.1413,0.1231,0.0454,0.0286,0.6672,0.0309
Okay Bear #5689,Purple,Summer Shirt,Sarcastic,,Sand,Pencil,Okay,0.1187,0.0818,0.2305,0.0965,0.0229,0.6672,0.0379
Okay Bear #569,Cream,,Disappointed,,Red Panda,Worn Out Beanie,Wry,0.1326,0.0276,0.0922,0.094,0.1965,0.6672,0.026
Okay Bear #5690,Purple,Lumber Jacket,Happy,,Pink,Classic Cap,Raspberry,0.1187,0.0426,0.0253,0.0788,0.0124,0.6672,0.0337
Okay Bear #5691,Blue,Black Tee,Okay,Aviator Sunglasses,Grizzly,Skate Cap,Grimace,0.1252,0.144,0.0099,0.2023,0.0383,0.0409,0.0551
Okay Bear #5692,Green,Double Jacket,Okay,,Wood,,Okay,0.126,0.0201,0.2305,0.2023,0.0251,0.6672,0.2698
Okay Bear #5693,Grey,Hoodie with Headphones,Okay,,Tan,Rabbit Fur Hat,Pouting,0.1261,0.1413,0.1231,0.2023,0.0227,0.6672,0.0085
Okay Bear #5694,Green,Travel Coat,Okay,,Panda,Bandana,Pouting,0.126,0.039,0.1231,0.2023,0.0101,0.6672,0.0424
